Carat,Clarity,Color,Depth,Table,Price,Lab,Dealer
3.01,VS1,H,64.09999847,59,44594.27875,J,224
1.23,VS2,J,60.29999924,58,6385.053,J,121
1.62,VS2,J,61.40000153,58,11006.0775,J,224
0.9,SI1,F,65.80000305,58,5997.825,J,224
0.53,VVS2,E,58.20000076,63,3216.835,J,224
2,SI2,H,60,58,16180.25,D,224
1.19,VS1,H,60.40000153,59,8826.944,J,121
3.05,VS2,J,62.29999924,52,26860.96875,J,224
0.72,VVS2,H,63,60,3678.3,J,3
2.01,SI1,H,59,58,20613.80625,J,224
1.15,VS2,H,61.09999847,58,6488.875,D,194
1.04,SI1,H,59.20000076,60,6486.74,D,224
1.04,SI1,I,60.70000076,57,5558.93,D,224
1.65,VS2,H,60.90000153,56,17789.8875,J,224
2.23,VS1,I,61.29999924,57,23703.2275,J,224
2,VVS2,H,60.29999924,65,24278,J,224
1.22,SI2,D,62.90000153,56,10080.189,J,29
0.46,VS2,E,59,72,1364.4175,J,15
1,VS1,H,62.90000153,69,7808,none,41
1,VS1,I,57.09999847,63,6710,none,41
0.97,SI2,F,60.29999924,65,6412.54875,D,41
2.05,VS2,I,58.90000153,62,19507.8,J,224
2.08,VS2,H,60.79999924,57,26850.98,J,224
2.17,SI1,F,62.5,57,31090.40375,J,224
2.47,VVS2,I,62.40000153,54,28514.2975,J,224
1.79,VS1,E,60.90000153,57,25222.89,J,224
0.72,VS2,E,43.65930176,62,3782.61,I,220
3.61,VVS2,H,60.90000153,59,42610.635,D,35
0.83,I1,F,60,62,4556.7,none,41
1.01,SI1,G,64.80000305,57,7393.2,J,24
1.07,VS2,H,60.90000153,57,8460.62375,K,235
1.2,VS1,K,59.5,61,5877.96,J,121
1.21,I1,H,61.20000076,59,6458.375,J,121
0.81,SI1,F,62.29999924,61,4644.54,none,41
1.67,SI1,I,62.90000153,55,12899.28875,J,224
1.19,SI2,H,56.20000076,62,6986.7875,J,121
1.01,VS1,I,62.59999847,58,6522.95875,J,121
1,VS1,H,,,7243.75,D,113
0.81,SI2,E,61.09999847,63,4545.72,none,41
1.01,VS2,J,56.20000076,64,5172.1595,J,121
1.01,SI1,H,57.79999924,62,6382.796,J,121
0.7,VS2,I,63.09999847,65,3245.2,none,41
0.68,VS2,E,61.70000076,62,3733.2,none,41
1,VS1,I,,,6252.5,D,113
1.54,VS1,H,60.22499847,0,13738.725,I,20
1.16,VS1,H,57.70000076,60,8836.155,J,224
0.59,SI2,G,62.20000076,64,2087.42,none,41
1.01,VS1,H,60.40000153,57,7787.504,J,121
0.58,IF,F,60.40000153,58,3891.8,J,41
0.58,VS2,E,64.40000153,63,3184.2,D,41
0.54,SI1,E,59.90000153,65,2503.44,none,41
0.53,VS1,F,58.20000076,61,3091.55625,none,41
1.01,VS1,H,54.90000153,60,7393.2,J,121
1.01,VS2,H,58.5,57,7328.5095,J,121
0.53,VS1,E,62.09999847,60,3103.68,none,41
0.5,VS2,E,56.70000076,63,2573.4375,D,41
0.5,VVS2,G,61,60,2684,none,41
0.5,VS2,F,61,60,2344.6875,J,225
1.01,SI1,H,56.59999847,62,6382.796,J,121
0.93,VS1,G,62.31880188,61,5885.7375,I,20
1.51,VS2,J,65.5,57,9245.54125,J,195
1.01,IF,H,58,67,8432.86875,J,224
1.01,VS2,I,59.59999847,60,5734.35075,J,121
1.29,VVS2,H,62.59999847,55,11606.775,J,224
0.56,VS1,F,62.09999847,59,2946.3,J,6
1.01,VS1,D,62,58,10988.1435,J,27
1.69,VS2,I,61.59999847,57,14677.43875,J,224
1.01,VVS2,I,65.30000305,55,8779.425,J,121
1.01,VS2,E,60.40000153,62,8663.90625,J,121
1.11,SI1,I,57.79999924,61,6339.34875,J,224
1.09,SI1,H,59.09999847,59,7264.0325,J,224
1,VS1,H,63.70000076,62,6786.25,D,24
3.53,IF,G,59,61,87402.447,J,225
1,SI2,G,63.40000153,63,5566.25,D,24
1,SI2,F,61.90000153,60,6328.75,D,24
0.95,SI1,D,57.90000153,56,6467.22,J,121
1,SI1,F,58.40000153,64,6710,D,24
1.09,VS1,I,58.70000076,61,7131.0525,J,224
1,SI2,G,57.09999847,63,6142.7,J,121
0.57,SI1,I,60.70000076,60,1760.23125,none,6
0.91,SI2,D,62.59999847,59,5342.8375,D,24
0.71,VS2,H,60.5,63,3410.6625,D,24
0.77,VS2,H,62.20000076,61,3816.3125,D,24
0.72,SI1,G,61.5,62,3403.8,D,24
0.71,SI2,F,66.19999695,59,3194.1125,D,24
1.01,SI1,H,62.40000153,58,6382.796,J,121
0.57,VS1,I,61.90000153,60,2042.7375,G,6
0.74,SI2,G,63.50040054,64,2257,I,136
0.6,SI1,G,58.20000076,64,2058.75,D,190
0.51,SI2,G,,,1179.84675,none,26
1.01,SI2,D,59.79999924,62,7665.82425,J,121
1.53,VS1,H,62.79999924,63,14466.15,D,190
0.5,VS1,F,,,2287.5,I,122
0.98,SI1,G,68.42980194,59,4782.4,I,136
0.77,VVS2,H,,,3464.0375,I,122
1.51,VS1,F,60.40000153,62,19573.375,J,224
1.01,SI1,F,57.70000076,58,7196.048,J,121
1.78,VS1,E,62,57,27093.4245,J,15
1.01,VS2,F,60.5,61,8539.146,J,121
1.01,VVS2,F,62.79999924,58,12630.05,J,121
1.01,VS1,G,57.09999847,63,8206.452,J,121
1,VS2,E,64.19999695,60,8578.125,J,224
1.24,IF,E,61.29999924,59,17094.64,J,153
1.01,VS2,G,59.59999847,60,7533.36275,J,121
1.22,SI1,H,,,7814.1,D,218
1.88,SI1,F,61.20000076,56,22176.245,J,210
1.05,VS1,H,62.09999847,57,8300.88,J,121
1.22,VS1,G,57.79999924,64,10604.85,D,190
1.03,VS2,H,60,57,7186.18125,J,121
1.04,VS1,G,60.29999924,60,8906.976,J,121
1.15,SI2,D,4.099999905,60,8684.57,B,2
1.05,VVS2,D,58.09999847,60,12649.875,D,190
1.05,SI1,G,62.20000076,58,7205.625,J,121
0.7,SI1,F,65,63,3175.8125,D,190
1.05,VS1,G,58.5,62,9107.91,J,121
2.39,VS2,G,62,57,35095.29775,J,15
0.75,SI2,D,3.5,59,3883.03125,D,2
1.05,SI1,J,60.40000153,59,5026.32375,J,121
1,SI1,H,,,6023.75,D,113
1.61,SI1,J,,,10643.50875,K,221
1,VS1,I,,,6100,D,113
1.01,SI1,H,63.79999924,57,5852.95,J,46
1.02,VVS2,H,62.5,55,8650.1355,J,121
1.02,VS2,F,62.5,61,8175.708,J,121
1.28,SI2,G,,,5465.6,none,137
1.02,SI1,H,56.29999924,62,6533.1,J,121
1.02,SI2,H,62.09999847,60,5755.35,J,121
1.03,VS2,H,66.19999695,56,7377.81275,J,121
1.6,SI2,H,59.79999924,60,11272.8,D,166
1.52,VS1,H,60.40000153,55,15565.37,J,166
1.73,SI1,E,60,59,20694.433,J,15
1.52,I1,F,62.20000076,54,7649.4,D,166
1.5,SI2,G,60.79999924,53,12638.4375,J,166
3,SI1,H,67.19999695,62,24705,C,46
0.54,VS2,F,56.59999847,59,2285.2125,J,136
1.29,SI2,K,58,60,5311.575,D,166
1.23,IF,H,59.09999847,60,10543.59075,J,166
3.04,VS1,D,64,61,76781.432,J,218
1.8,VS2,J,61.90000153,57,13285.8,J,224
0.79,SI1,F,65.40000153,62,3614.25,D,109
1.76,SI1,H,61.5,56,16533.44,J,224
1.21,SI1,K,60.29999924,57,5683.37,D,166
2.4,VS2,I,60.79999924,60,22838.4,J,224
0.76,I1,I,,,1947.12,none,109
1.19,I1,J,61.29999924,55,3947.08125,D,166
2.01,SI1,E,61.79999924,54,25104.3975,J,224
2.12,VVS2,I,63,59,22534.01,J,224
1.17,SI1,K,58.70000076,57,5210.01,J,166
1.16,SI2,G,59.40000153,58,7031.775,J,166
1.07,VS2,H,64,56,6967.5725,J,21
1.16,I1,H,60.79999924,56,4643.625,J,166
1.15,SI1,K,60.09999847,57,5401.55,D,166
1.14,VS1,K,61.5,56,6043.026,J,166
1.5,VS2,H,63.59999847,56,13038.75,J,51
1.13,SI2,F,61,55,7623.658,J,166
1.07,SI2,D,57.5,63,8224.02,J,218
1.12,VS1,I,60.09999847,58,7233.38,D,166
1.12,SI1,H,61.09999847,56,7364.896,D,166
1.12,VS2,G,59.09999847,61,8582.7,D,166
1.85,SI1,H,62.09999847,54,18761.3125,J,224
1.11,VS1,I,60,56,7354.99875,J,166
0.57,VS2,E,62.20000076,59,3042.375,J,6
1.05,SI1,G,61.79999924,57,7686,J,218
2.02,SI2,K,57,61,10781.75,J,207
2.01,SI1,G,58.09999847,66,17855.08125,D,170
0.58,SI2,J,60.09999847,56,1592.1,none,6
2.55,VVS2,H,60.40000153,61,30923.34,J,170
1.51,SI1,J,62.59999847,57,9740.6325,J,170
1.06,SI1,E,61.40000153,57,9312.6565,J,170
1,VS2,J,60.70000076,57,5886.5,J,170
1.68,VS2,J,59.5,59,10990.98,J,224
0.71,IF,G,,,4764.1,J,122
0.53,SI1,D,61.40000153,64,2020.625,D,190
0.53,VS2,F,60,60,2315.63625,J,170
1.13,VS2,I,61.20000076,55,6238.165,none,170
1.09,VVS2,G,59.90000153,57,10111.46675,J,166
1.08,SI1,H,59.70000076,55,7563.024,J,166
1.01,VS2,G,60.70000076,63,7778.2625,D,24
1.08,SI2,G,59.40000153,56,6546.825,J,166
1,VS2,F,59.5,63,8015.4,J,170
1.22,VVS2,G,60.79999924,56,11897.8975,J,224
0.75,VVS2,G,62.48929977,0,4546.40625,A,20
1.05,VS2,H,60.20000076,60,7325.71875,J,170
1,VS1,J,66.09999847,,4758,D,193
0.9,IF,I,60.09999847,61,5997.825,J,224
0.51,VS1,F,59.59999847,61,2624.90625,D,190
0.58,SI1,J,57.20000076,64,1592.1,none,6
2.02,VVS2,F,62.40000153,57,38398.4325,J,224
1.01,VS1,I,60.40000153,59,6184.10375,J,170
1.28,SI1,I,59.40000153,61,7593.28,J,224
0.74,VS1,F,58.09999847,62,4666.3475,J,224
1.51,VS1,K,62.90000153,58,9164.945,J,224
2.23,VS2,K,60.59999847,57,14589.2175,J,224
2.48,VVS2,I,62.20000076,56,28629.74,J,224
1.01,VS1,J,62.90000153,60,4944.2025,none,170
1.04,VS2,J,62.20000076,56,5471.7,J,170
1.01,SI1,H,63.90000153,57,5860.65125,J,170
0.91,SI1,F,56.79999924,60,5745.285,J,170
0.72,VS1,H,61.40000153,56,4666.5,K,70
3.02,SI2,K,62.90000153,,15359.3425,none,170
1.51,VS2,J,60.5,56,10258.75125,J,224
1.55,SI1,J,63.59999847,58,7835.83125,none,170
0.6,VS1,E,61.20000076,60,3289.425,J,170
0.72,SI1,G,60.79999924,59,3491.64,J,170
0.74,SI1,H,61.09999847,60,3740.9775,J,17
0.71,SI1,E,63.70000076,58,3681.35,J,170
2.1,SI2,F,64.09999847,58,20095.6875,J,203
1.01,VS2,G,63.09999847,59,7630.3985,J,170
1.53,SI1,G,63.59999847,58,12039.57,D,170
3.02,SI2,J,60.90000153,63,20724.75,J,196
2.51,VS2,J,62.5,58,18086.11875,J,196
1.71,VS2,H,63.59999847,57,13270.83975,D,170
0.73,VS1,G,59.5,58,4169.12125,J,170
2.12,VS1,G,61.20000076,58,26025.65,J,196
0.71,VS2,F,62,56,4331,J,170
0.31,VVS2,E,61.5,61,1224.4225,J,170
1,VS2,E,60.40000153,59,8460.7,J,170
1.02,VS1,H,65.19999695,62,5568.69,D,170
0.72,SI1,D,58.5,63,4166.91,J,170
0.69,VVS2,F,,,3577.65,D,20
0.7,VS2,G,59.79999924,60,3207.8375,D,170
0.68,SI1,G,,,2255.475,D,20
0.66,VVS2,H,,,2616.9,D,20
1.2,VS2,H,59.90000153,64,8930.4,J,62
0.72,VS2,I,62,62,2712.06,D,170
0.72,VS2,I,62.09999847,61,2712.06,D,170
1.54,SI2,F,59.20000076,60,12822.81,D,224
0.63,VS2,H,,,2089.63125,D,20
0.91,SI2,F,65,57,5023.655,J,170
1.57,SI1,H,60.20000076,57,14245.7875,J,224
0.82,VS2,I,57.90000153,61,3945.3275,J,224
0.5,VS2,F,64.62169647,63,1875.75,I,214
0.58,VS1,J,65.40000153,60,1658.4375,none,6
2.36,VS1,I,60.5,57,23915.355,J,224
0.62,VS1,F,,,2931.05,D,20
1.23,VS1,I,60.5,59,8356.46625,J,224
1.03,SI1,H,65,60,6157.34,J,121
1.02,SI1,G,63.90000153,60,6719.76,J,170
1.04,VS1,H,59.29999924,59,7612.8,J,166
1.25,VS2,J,59.79999924,63,7110.3125,J,224
2.05,SI1,I,59.59999847,62,17725.8375,J,224
0.6,VVS2,G,,,2836.5,D,20
1.12,VS2,I,58.90000153,63,6797.84,J,224
1.01,VS1,G,62.40000153,59,8656.205,J,224
0.51,I1,F,,,997.85325,none,26
0.71,VS2,H,59.11840057,64,3026.28625,I,214
1.7,VS2,J,62.91830063,59,9099.675,I,120
0.72,SI1,F,63,57,3508.11,D,170
1.04,VS2,H,60.09999847,55,7255.95,D,166
0.75,SI1,F,62.5,59,4231.875,J,170
0.6,SI2,J,60.40000153,57,1496.025,none,170
0.81,VS1,E,60.59999847,58,5805.675,J,170
0.58,SI1,J,,,1304.6375,none,20
1.06,I1,G,,,3637.125,none,137
1.04,I1,G,,,3251.3,none,137
1.03,SI2,G,,,4947.8625,none,137
1.02,VS2,G,,,8010.825,none,137
1.58,VS1,I,58.5,59,14204.0025,J,224
1.02,VS2,I,58.59999847,58,5949.7875,J,121
1.01,VS1,I,64.90000153,59,6353.53125,J,224
0.5,VS1,G,65.03070068,60,1875.75,I,214
1,SI2,F,61,55,5871.25,D,3
0.58,VS2,I,62.40000153,63,1835.3375,none,6
1.02,SI1,J,62.20000076,60,4882.7145,J,121
1.25,SI1,F,62.29999924,58,9150,J,201
1.23,SI2,I,61.2364006,61,5814.825,I,182
1.01,VS1,H,62.5,57,7693.54875,J,224
1.01,VS1,I,65.69999695,60,6014.67625,J,224
2.09,SI1,I,58.90000153,62,15936.25,D,80
1.19,SI1,F,60.5,64,9073.75,J,182
0.9,VS1,G,59.5,60,5915.475,J,224
0.73,SI1,H,62.90000153,58,2727.4625,none,129
1.11,SI1,H,63.09999847,58,7397.3175,J,224
0.5,SI1,H,62,53,1924.55,K,15
0.54,SI1,F,61,57,2598.966,K,15
1.09,VS1,I,58.29999924,60,7131.0525,J,224
0.54,SI2,E,62,55,2301.6825,K,15
0.55,SI1,F,61,57,2647.095,K,15
1.5,VS2,E,62,54,19313.3625,J,15
1.02,VS2,G,61.20000076,59,8337.48,J,147
0.75,SI2,E,62,56,4743.13125,K,15
0.73,SI2,I,,,2810.95625,none,181
1.6,SI1,H,60,56,14176.4,J,225
1.92,I1,K,,,6441.6,none,21
1.53,SI1,D,58.40000153,57,17382.7125,J,45
1.04,SI2,I,59.29999924,61,4361.5,none,129
0.58,VS2,I,64.90000153,60,1702.6625,none,6
0.82,SI1,E,64.80000305,56,4801.92,J,136
1.01,VS1,F,62.79999924,60,9010.4625,J,8
1,SI2,E,64.59999847,61,6496.5,J,224
0.7,VS1,H,63.20000076,58,3602.8125,J,136
0.7,VS1,E,62.09999847,63,4243.3125,J,136
1,SI1,F,,,7609.75,J,136
1.68,SI1,G,61.59999847,57,17360.112,J,235
2.01,IF,H,58.79999924,61,24849.98175,D,9
1.72,VS2,E,64.69999695,57,19475.775,J,129
1.51,VS2,F,61.09999847,60,18594.70625,J,235
1.18,VS1,I,60.29999924,57,8412.6625,K,235
1.16,SI1,H,61.09999847,58,8420.44,K,235
0.58,VS2,G,62.09999847,61,2520.825,G,6
1.01,VS2,J,61.79999924,59,5529.4975,J,224
1.01,SI1,E,67.19999695,58,6507.55625,D,224
0.7,SI2,H,64.84519958,59,2508.625,I,233
0.82,VS2,G,63.70000076,54,4595.5875,J,181
1.01,SI1,I,61.29999924,56,6284.22,K,235
1,VS2,K,60.90000153,57,5444.25,K,235
0.77,SI2,K,60.90000153,56,2395.47,K,235
0.7,SI1,G,57.43999863,66,3261.2125,I,233
3,SI1,E,60.59999847,58,46116,J,8
0.73,SI2,H,62,56,3731.614,K,15
0.7,SI1,F,64.63739777,59,3261.2125,I,233
0.72,SI2,G,60.90000153,56,3639.87,K,235
0.71,SI1,G,69.02330017,62,3031.7,I,233
0.71,SI1,E,66.91040039,58,3518.9375,I,233
0.71,SI2,G,64.55000305,56,2744.77125,I,233
0.71,VS1,G,58.70000076,61,3789.625,J,235
0.72,SI2,I,65.35359955,62,2250.9,I,233
0.71,SI2,H,60.79999924,56,3313.215,K,235
0.76,SI1,F,62.5,58,3477,D,190
0.7,VS2,G,61.5,57,4264.6625,K,235
0.72,SI1,G,58.43270111,60,3074.4,I,233
0.7,VS2,G,62,55,4264.6625,K,235
0.7,SI1,H,61.40000153,56,3538.7625,K,235
2.01,SI1,J,62.29999924,57,14406.675,J,224
0.7,VS2,G,60.40000153,57,4264.6625,K,235
0.7,VS2,H,61,56,3901.7125,K,235
2.03,SI1,F,61.90000153,61,25957.86375,J,224
0.7,SI1,F,61.70000076,54,4264.6625,K,235
0.7,VS2,I,61,57,3448.025,K,235
0.75,SI2,H,65.30609894,61,2676.375,I,233
0.75,SI1,E,61.49869919,61,3717.1875,I,233
0.71,VS2,F,61.79999924,59,4547.55,J,6
1.01,VS2,G,61.70000076,57,8779.425,J,6
0.78,SI2,G,58.45899963,64,3033.225,I,233
0.79,VS1,F,58.45650101,65,4457.575,I,233
0.84,SI1,H,66.89720154,65,3247.335,I,233
1.63,SI1,F,63,58,17959.54375,J,8
1.5,SI1,G,60.90000153,61,14443.275,J,8
1.01,SI1,F,63,57,7590.352,J,8
0.9,SI1,G,65.21009827,59,4735.125,I,233
0.95,VS1,G,54.28570175,68,5983.3375,I,233
0.97,SI1,G,65.53119659,53,5103.4125,I,233
1.23,VS2,G,60.5,60,11254.5,J,6
1,VS1,I,64.34919739,59,5451.875,I,233
1.06,VS1,I,,,5900.225,J,122
1,VS2,F,67.47380066,55,7137,I,233
1.01,SI1,G,66.12509918,60,6006.975,I,233
0.5,SI1,F,61.90010071,59,2135,I,49
1.71,VS1,F,,,21122.775,J,122
1.01,SI2,G,66.94080353,62,5313.8625,I,233
1.79,IF,E,58.59999847,60,28321.15625,J,224
1.02,VS2,G,59.90850067,66,7388.625,I,233
1.02,SI2,H,66.66670227,60,4666.5,I,233
1.09,VVS2,H,58.92860031,66,7812.575,I,233
2.01,VS1,G,60,57,26790.285,J,224
1.57,SI1,F,58.29999924,58,18675.15,J,6
1.61,VS1,H,60.20000076,60,17555.0375,J,6
1.13,SI2,I,58.1208992,56,4445.985,I,233
1.13,SI2,H,60.54000092,67,5169.75,I,233
1.14,SI2,G,64.13999939,70,5528.43,I,233
2.2,VVS2,G,63.09999847,56,35428.8,J,224
1.55,VS2,G,58.79999924,63,17078.09375,J,224
0.81,VS1,H,62.79999924,58,4261.6125,D,181
0.8,VS2,G,59.59999847,55,4575,J,181
1.51,SI2,D,61.08110046,61,11674.9425,I,233
1.51,SI2,H,65.76999664,64,8980.725,I,233
0.71,I1,F,,,1813.60625,none,181
0.85,VS1,H,60.09999847,63,4731.3125,J,181
1.63,VS2,H,59.79999924,59,17027.3875,J,6
1.5,VS2,I,59.90000153,55,12421.125,J,224
1.64,SI2,G,64.33850098,57,10566.725,I,233
2.08,VVS2,H,61.79999924,55,28468.7,J,6
1.09,VS2,E,61.79999924,57,9225.4875,J,7
1.59,VS1,J,81.30000305,73,7407.61125,D,47
1.74,SI2,H,65.896698,66,10348.65,I,233
2.04,SI1,I,61.16999817,51,15243.9,I,233
1.09,SI1,D,59.70000076,62,7895.6875,D,7
2.05,VS2,J,62.12030029,59,13755.5,I,233
0.74,SI2,G,63.40000153,61,3159.8,D,181
1.02,SI1,H,59.90000153,57,6533.1,J,166
0.75,VVS2,H,59.17160034,64,3494.15625,I,220
0.7,VS1,I,60.31200027,61,2775.5,I,220
1.02,VS2,G,60.90000153,56,8024.8245,J,166
1.02,VS2,F,61,55,8623.692,J,166
1.01,VS1,F,62.09999847,57,9851.439,J,166
1.01,VS1,G,61.40000153,55,9093.636,J,166
1.01,VS1,J,63.5,54,5840.628,J,166
1.5,SI1,I,61.70000076,60,11311.6875,J,224
1,SI2,F,,,6328.75,D,113
2.05,VS2,I,57.6330986,62,16850.4875,I,233
2.02,VS1,D,63.29999924,54,38875.91,J,224
0.48,SI1,E,,,1281,I,122
2.16,SI2,H,60.51530075,61,14559.48,I,233
2.24,SI2,I,61.43790054,57,13322.4,I,233
0.7,VS1,H,61.11109924,57,3149.125,I,220
1.01,SI2,E,61.5,55,6931.125,J,166
2.53,SI1,J,62.98020172,61,15664.495,I,233
0.72,SI2,F,63.70000076,57,3403.8,D,181
2.62,SI2,F,61.90209961,60,19378.175,I,233
1.01,SI1,I,61.40000153,58,5544.9,D,166
1.93,I1,I,60.40000153,63,8712.02,D,47
1.79,VS1,F,59.90000153,63,22820.71,J,47
0.7,VS2,G,61.73059845,63,3656.1875,I,181
2.88,SI2,F,62.90999985,61,24902.64,I,233
0.5,I1,G,,,686.25,none,122
1.43,VVS2,I,62.29999924,58,9595.3,D,47
1.36,SI2,H,62.20000076,68,7259,D,47
2.02,I1,K,,,6931.125,none,190
0.58,SI1,F,60.59999847,59,2520.825,J,6
0.53,SI1,H,63.09999847,58,2149.945,J,8
1.19,VS2,H,62,64,7748.9825,D,47
1.07,I1,G,70.90000153,55,3320.61125,D,47
1.51,VS2,H,62.90000153,61,14875.765,J,224
1.06,VS2,F,59.40000153,60,8607.8625,J,47
1.02,I1,H,62.20000076,67,4083.1875,D,47
1,SI1,G,61.90000153,56,7503,K,166
0.5,VS1,G,64.35140228,64,1875.75,I,214
1,I1,K,59.70000076,63,3252.825,J,166
1,VS2,I,63.09999847,57,6144.225,J,166
1,SI2,E,59.5,59,6816.75,J,166
3,SI2,I,64.46279907,61,16858.875,I,233
1,VS2,H,56.79999924,62,6790.825,J,166
1.01,I1,I,66.69999695,62,3696.6,D,47
1.01,VS2,H,58.90000153,62,7046.64375,J,47
1,SI2,H,59.70000076,60,5718.75,J,47
1,VS2,H,60.70000076,59,6838.1,J,166
1.22,SI1,H,63.70000076,63,8558.3,J,24
1,VVS2,H,58.09999847,66,7152.25,D,166
1,VS2,I,62.70000076,52,5833.125,D,166
1,VS2,H,58.70000076,64,6790.825,J,166
0.59,VS2,F,58.79999924,63,2001.94375,G,6
0.9,SI1,H,59.90000153,62,5138.64,J,47
1.66,SI1,D,62.5,56,20555.78,J,192
0.59,SI2,J,54.79999924,66,1597.05625,none,6
1.02,SI2,H,61.29999924,56,5833.125,J,121
3.02,SI2,I,63.09999847,59,23948.6,I,24
0.74,VS1,G,62.09999847,57,4514,J,47
0.97,VS1,H,61.09999847,58,6378.526,D,166
0.7,SI1,H,63.09999847,61,2914.275,D,47
0.7,VS2,F,63.59999847,64,3469.375,D,47
0.7,SI1,E,56.70000076,66,3736.25,D,47
0.69,SI2,G,63.20000076,65,2051.8875,D,47
0.53,VS1,D,,,2828.875,I,122
0.57,VS1,F,62.90000153,66,2738.1375,D,47
0.56,SI1,J,61.5,64,1409.1,D,47
1.09,VS2,H,63.9382019,60,6981.45,I,181
0.59,VS2,J,60.5,61,1821.99375,none,6
0.91,SI1,J,61.90000153,54,4166.0255,J,166
0.9,SI2,D,59.70000076,56,6039,J,166
0.54,SI2,D,63.79999924,63,1902.285,D,47
0.53,VS2,E,57.20000076,69,2364.13125,D,47
0.52,VS1,G,61.5,62,2275.91,D,47
0.51,VS1,F,59.5,66,2274.91875,D,47
2.02,VS1,J,63.29999924,55,15858.414,J,121
0.5,SI2,I,60.70000076,67,1342,D,47
2.03,VS2,J,61.09999847,61,15017.48325,J,121
1.29,SI2,J,60.09999847,55,5114.85,G,23
1.15,SI2,D,62,61,7181.60625,C,23
1.27,SI1,H,60,61,7359.65,C,167
2,SI1,F,66.09999847,58,22493.75,J,224
0.61,SI1,J,,,1651.19375,none,6
0.9,SI1,H,65.59999847,58,5140.0125,J,224
1.53,SI2,G,61.70000076,57,12891.20625,J,210
2.2,VS1,J,62.09999847,56,18821.55,K,8
1.67,VS2,I,60.59999847,56,14172.66375,J,224
0.91,SI1,F,64.80000305,61,5287.3275,D,224
0.9,SI1,F,64.19999695,52,6231.15,J,224
1.26,VS2,J,60.70000076,57,7340.13,J,224
1.76,SI2,I,60.90000153,56,13232.12,J,224
1.02,I1,E,61.59999847,56,5288.7,K,8
0.57,VS2,F,,,2694.675,J,122
0.9,VS2,I,57.29999924,63,4927.275,J,224
0.61,VVS2,F,61.20000076,60,3511.69375,J,6
0.35,VS1,F,61,56,1412.3025,none,15
0.86,SI2,D,65.09999847,63,4590.25,D,190
0.37,VS2,E,61,56,1443.3515,none,15
1,VS2,G,65.09999847,63,7259,J,224
0.9,VS2,G,63.29999924,62,6340.95,J,224
0.9,VS2,F,64.59999847,57,6423.3,J,224
1.81,SI2,H,63,55,15402.195,J,224
0.92,I1,G,,,2806,none,137
0.9,VS2,F,64,63,6423.3,J,224
0.9,VS2,D,63.59999847,60,7226.2125,J,224
2.01,SI1,G,62,55,25364.94375,J,224
0.77,I1,G,57.79999924,62,2504.67525,J,166
0.92,VS1,I,62.29999924,60,5254.235,J,224
0.9,VS1,E,63.09999847,62,6958.575,J,224
0.76,VS1,H,58.90000153,59,3911.625,J,166
0.9,VS2,G,65.80000305,61,6107.625,J,224
0.52,VS2,E,62,55,3217.201,K,15
1.02,VVS2,E,62,57,11140.491,J,15
3.01,VVS2,G,59.40000153,61,55037.0975,J,224
3.36,SI2,I,61.09999847,59,27823.32,J,224
1.01,SI2,E,62.09999847,59,6931.125,J,224
1.74,VS1,G,58.5,61,21493.35,J,224
0.91,VS2,F,64.90000153,54,6744.465,J,224
0.9,VS2,G,62.79999924,59,6340.95,J,224
0.9,VS1,H,59.40000153,61,6231.15,J,224
0.9,VS1,F,62.59999847,59,6896.8125,J,224
1.01,SI2,F,62,59,6730.8925,J,224
1.04,SI1,G,59.59999847,62,6938.75,J,7
2.06,SI1,F,61.29999924,58,26341.4775,J,224
0.9,VVS2,E,64.59999847,63,7898.7375,J,224
0.73,VS1,G,61.20000076,55,4564.325,J,166
1,SI2,E,,,6100,D,113
3,SI1,G,64.30000305,66,33626.25,J,74
0.71,VS2,G,61.59999847,55,4172.9185,K,166
2.03,VS1,H,61.79999924,59,22521.58125,J,224
0.71,SI1,F,63.59999847,59,3714.91525,J,166
2.56,SI2,H,62.09999847,62,18934.4,D,190
1.86,VS2,G,59.70000076,56,19997.325,J,224
2.13,VS2,H,61.79999924,56,27496.43625,J,224
1.18,VS1,H,61.09999847,56,10140.1825,J,224
1.5,SI1,H,61.59999847,57,13130.25,J,192
1.01,SI1,G,64.90000153,58,6931.125,J,224
0.57,SI2,F,,,1912.35,J,122
0.75,VS1,E,62,57,5413.36875,J,15
1,SI1,D,61.29999924,60,7693.625,J,224
1,VS2,H,64.19999695,61,6610.875,J,224
1.01,VS1,H,64.90000153,57,7693.54875,J,224
1,SI1,D,59.5,62,7907.125,D,224
1.06,VS2,H,63,60,8079.267,J,15
0.54,VS2,E,,,2799.9,J,122
0.56,IF,I,57.79999924,64,2562,J,190
1.18,SI1,G,60,59,9152.257,J,15
1.04,VS2,J,56.20000076,64,5693.74,J,224
1.02,SI1,H,,,6097.56,D,218
1.01,VS2,H,65.59999847,59,5449.4045,J,74
1.07,VS1,H,61,56,8876.72,K,8
1.2,SI1,F,,,11712,none,89
0.7,VVS2,E,62.5,58,5059.95,J,166
2.12,VS2,H,59.40000153,59,25007.255,J,224
0.41,VS1,H,57.90000153,62,1281.7625,J,146
0.75,SI2,F,66.5,60,3145.3125,D,190
1.21,SI2,F,,,10333.4,none,89
0.53,VS1,F,57.20000076,60,2800.58625,J,166
2.02,VS1,J,59.70000076,62,15858.414,J,121
