Carat,Clarity,Color,Depth,Table,Price,Lab,Dealer
1.07,VS2,E,61.90000153,55,10769.55,K,236
1.06,SI1,G,60.90000153,55,8535.12,K,236
2,VS2,J,59.70000076,61,16332.75,J,212
1.5,SI1,H,61.29999924,61,12810,J,29
0.71,SI1,E,,,4222.725,D,113
1.05,SI2,G,60.59999847,57,7468.23,K,236
0.75,VS1,J,61.40000153,64,3019.5,J,198
1.07,SI1,H,59.29999924,59,7127.484,J,101
1.19,VS1,K,62.40000153,56,7026.712,K,101
0.75,VS2,J,64.69999695,58,2928,J,198
1.1,VS2,H,58.20000076,64,7674.5625,J,101
1.05,VS2,G,62,59,8046.28125,J,236
1.83,SI2,H,62.79069901,59,11930.45625,I,181
1.24,VS1,I,61.79999924,57,9360.45,K,101
1.05,VS1,G,60.90000153,56,10260.81,J,236
1.05,SI1,F,62.70000076,58,8198.4,J,236
1.05,SI2,E,61.5,55,8454.6,K,236
1.04,SI1,H,60.29999924,60,7105.28,J,236
1.04,SI2,E,61.29999924,58,7803.12,J,236
0.71,SI2,G,,,3031.7,D,113
0.71,VS1,J,,,2598.6,D,113
1.04,SI1,E,61.09999847,55,8819.746,J,236
1.03,VS1,G,61.70000076,57,9386.802,J,236
1.02,SI2,H,62.28480148,59,5210.925,I,214
1.03,SI2,E,62.40000153,57,6125.925,G,236
1.02,VS1,H,63.70000076,59,6271.776,J,236
0.92,VS1,D,60.40000153,62,7470.975,J,101
0.5,SI1,K,61.58359909,57,1258.125,I,90
0.7,VS1,H,,,3736.25,J,113
1.01,VS1,G,61.59999847,54,9759.024,K,236
0.7,SI1,D,,,3843,D,113
1.01,SI1,F,62.70000076,59,7886.08,J,236
0.35,SI2,G,63.5,61,597.8,none,101
0.7,VS1,G,,,4216.625,J,113
1.01,VS2,F,62.09999847,60,8871.84,J,236
1.01,SI1,E,63.20000076,57,8255.74,J,236
0.59,VS1,G,57.20000076,64,2729.8415,J,101
0.7,SI1,H,58.80310059,59,2914.275,I,198
2.08,SI2,F,61.08739853,59,16700.58,I,214
0.57,VS1,E,62.09999847,61,3254.472,J,101
0.7,VVS2,H,,,3522.75,D,113
0.7,SI1,G,67.22000122,59,3213.175,I,198
1,VS2,H,62.09999847,58,6976.875,J,236
1,VS1,G,59.5,57,9662.4,J,236
0.7,VS2,F,,,3736.25,D,113
0.64,VVS2,G,62.03110123,65,3006.08,I,198
1,I1,I,60.29999924,64,3416,J,74
1,SI1,E,59.70000076,57,8991.4,J,236
1,VS1,E,63,64,8378.35,J,236
0.64,VS2,H,61.3429985,65,2117.92,I,198
1,I1,H,60.29999924,62,3736.25,J,74
1.15,VS2,J,60.20000076,57,7341.1975,K,101
0.55,VS1,G,,,2390.4375,I,122
0.5,SI1,G,62,56,1536.4375,D,225
1.07,SI1,H,63.69229889,58,6527,I,24
1.01,SI1,E,63.17459869,58,6501.39525,I,214
0.7,VS2,D,62.40000153,62,4901.96,J,101
0.94,SI1,D,63.09999847,57,7287.914,J,236
1.02,SI1,K,61.70000076,58,4355.4,J,74
0.93,VS1,I,62.5,59,5446.08,J,236
0.93,SI1,D,62.5,57,7122.4515,J,236
0.92,VS2,H,61.90000153,56,6212.484,J,236
0.92,SI2,F,62.40000153,58,5795.793,J,236
0.92,VS1,E,61.70000076,62,7113.21,J,236
1.06,SI1,F,61.90000153,61,7241.92,D,140
0.55,VS2,G,63.05609894,64,2113.65,I,198
1.02,SI2,J,61.79999924,59,5413.14,G,101
0.52,SI1,G,60.19229889,70,1720.81,I,198
0.31,SI1,E,60,60,884.0425,none,101
0.91,SI1,E,59.70000076,60,6713.9345,J,236
1.04,VS1,H,,,7612.8,J,122
1.01,I1,F,67.30000305,57,3511.77,J,74
0.75,SI1,G,59.74679947,58,3196.78125,I,214
1.72,I1,J,57.29999924,64,7357.515,none,101
1,VS2,G,65.30950165,58,6130.5,I,214
0.91,VS2,E,60.59999847,58,6969.2805,J,236
1.02,SI1,F,63.70000076,55,8461.92,J,212
0.91,SI1,D,62.59999847,55,7055.321,J,236
0.56,SI1,H,60.167099,57,2049.6,I,90
1.03,SI1,G,58.95690155,59,6675.6875,I,24
1.01,VS2,G,64.00640106,59,7085.15,I,24
1,SI2,F,61.6352005,55,6557.5,I,24
0.9,IF,I,62.29999924,58,5841.36,J,236
0.9,SI1,H,59.09999847,59,5138.64,J,236
0.9,SI2,G,59.09999847,60,5204.52,J,236
0.63,I1,J,60.40000153,62,1152.9,none,101
1.19,SI1,E,58.29999924,64,9119.11875,J,101
0.51,VS2,F,61.79999924,64,2487.2445,J,101
0.76,I1,H,58.90000153,63,2318,none,101
1.53,I1,G,62.29999924,60,6859.755,J,74
0.9,SI1,F,62.20000076,59,6148.8,J,236
0.9,SI1,F,59,56,6379.38,J,236
0.9,SI1,F,62,55,6763.68,K,236
1.13,IF,F,61.09999847,64,12531.474,J,74
0.9,VS2,F,62.79999924,60,6588,J,236
0.9,VS1,F,61.90000153,64,6467.22,J,236
0.51,SI2,G,63,54,1867.37775,J,15
0.51,SI1,G,63,60,1474.614,none,15
0.5,VS2,G,64.50959778,62,1701.9,I,214
0.9,VS2,E,60.90000153,60,6211.935,D,236
0.53,VS2,F,61,56,2705.21275,K,15
0.9,VS2,E,60.09999847,61,6977.79,J,236
0.9,VS1,D,59.09999847,60,7600.905,J,236
0.7,SI1,D,58.20000076,63,4329.78,J,101
0.83,VS2,E,63,62,5165.52575,J,236
0.83,VS2,D,61.70000076,58,5812.324,J,236
0.82,SI1,H,61.70000076,60,3901.56,J,236
2.05,SI1,E,62.5,63,27901.78125,J,212
0.82,VS2,G,61.70000076,58,4701.88,J,236
1.06,VS1,I,62.40000153,61,6845.8775,J,29
0.82,VS1,G,62.79999924,61,4814.425,J,236
1.01,VS1,G,61.20000076,60,8650.044,J,29
0.92,SI2,H,63.59999847,56,5247.22,J,212
0.9,SI2,G,59.79999924,61,5599.8,J,212
0.7,SI1,E,60.5,54,4536.875,J,212
0.81,VVS2,H,59.59999847,60,4528.4265,J,236
0.81,VS2,F,62.20000076,59,5126.2875,J,236
0.7,VVS2,H,,,3736.25,D,113
1.09,I1,D,57.70000076,59,5305.902,J,29
0.81,VS2,E,59.59999847,60,5237.46,J,236
0.81,VS1,E,60.90000153,60,5672.268,J,236
1.5,SI1,H,,,14582.8125,J,25
0.75,VS2,G,59.90000153,56,4300.5,J,212
1,VS2,F,60.79999924,59,7905.6,D,160
0.77,SI2,H,64,57,3170.475,J,225
1.29,IF,J,,,9049.35,J,25
0.74,VS2,E,58,63,4485.7875,J,225
0.71,SI1,G,63,58,3491.86875,J,225
0.7,SI1,J,64,56,2401.875,J,225
0.7,SI2,J,62,58,2241.75,J,225
0.69,SI2,G,59,59,1969.812,J,225
0.67,SI2,F,60,59,2133.414,J,225
0.62,SI2,D,57,57,2246.508,J,225
0.9,SI2,H,62.79999924,57,5133.15,J,212
0.8,SI2,E,,,4605.5,J,25
0.8,VS1,G,63,56,4880,J,236
0.59,VS1,E,61,53,3109.536,J,225
0.56,VS2,F,60,56,2626.05,J,225
2.13,SI2,F,60,64,21574.8765,J,66
1.34,VS1,I,6,61,8541.83,J,121
0.9,VS1,G,60.41999817,59,5695.875,I,24
0.5,VS1,G,58.97190094,64,1963.4375,I,44
1.1,VS2,G,60.20000076,58,9553.3625,J,212
0.53,VS1,H,57.06269836,62,1980.2125,I,24
0.42,VVS2,H,61.84000015,59,1216.95,I,20
1.13,SI1,G,60,55,8788.575,J,212
1.21,VS2,F,59.79999924,61,11292.93,J,212
2.13,VVS2,J,61.20000076,63,16361.43525,J,74
1.7,VS2,I,60.40000153,61,14764.2875,J,212
0.51,VS1,D,58.09999847,65,2915.78475,J,66
1.1,SI1,F,59.70000076,60,8266.72,J,62
1.52,VS2,H,60,60,14974.28,J,212
1.3,SI1,H,61,59,9436.7,J,212
1,SI2,E,60.79999924,62,6748.125,J,51
1.01,VS1,F,63.20000076,57,10211.8575,J,212
2,VVS2,I,59.29999924,63,19672.5,J,29
2.31,SI2,H,62.70000076,59,20114.9025,J,210
0.8,VS1,F,63.20000076,59,5172.8,J,236
0.5,SI1,F,64.09739685,62,1654.625,I,214
0.92,VS1,J,61.40000153,62,3969.087,J,74
1.13,VS1,I,,,8487.00625,J,25
0.8,SI1,E,60.90000153,61,4758,J,236
0.8,VS2,E,60.5,58,5366.78,J,236
1.02,VS1,I,61.09999847,58,6416.4375,J,93
2.1,SI1,G,59.54380035,62,19535.25,I,44
1.59,VS2,H,62.90000153,63,12899.67,J,74
0.9,VS2,J,61.29999924,60,4666.5,D,212
0.8,SI2,D,59.70000076,59,4684.8,J,236
0.8,VS2,D,63.20000076,58,5328.96,J,236
2.19,SI1,J,60.70000076,56,16464.9675,J,215
1.04,SI1,G,60.29999924,65,6661.2,D,140
1.55,SI1,F,61.5,57,17078.09375,J,212
0.79,VS2,F,60.70000076,60,5120.1875,J,215
2.14,VS2,I,62.40000153,57,21359.6075,J,212
0.73,VS1,G,61.90000153,55,4453,J,212
0.7,VS2,G,59.20000076,60,4264.6625,J,212
0.74,VS2,H,62.59999847,57,4124.6675,J,212
0.72,VS1,F,59.29999924,61,4655.52,J,212
0.58,IF,E,,,4046.5875,J,25
0.74,VS2,G,60.29999924,62,4243.16,J,212
0.77,VS2,G,58.09999847,61,4415.18,J,212
0.55,SI1,F,59.90000153,64,2348.5,J,212
0.51,SI1,F,62.59999847,55,2313.80625,J,146
1.08,SI2,D,62.09999847,58,8300.88,J,29
0.78,VS1,H,61.5,61,3853.98,J,236
0.5,SI1,E,62.29999924,59,2318,J,212
0.66,SI2,D,59.70000076,61,2657.16,J,212
2.06,SI2,G,60.59999847,58,20294.09,J,215
0.53,SI1,E,61.59999847,59,2610.6475,J,212
2.23,SI2,F,59.29999924,62,16527.645,C,23
0.75,SI1,F,62.40000153,58,4569.28125,J,212
1,SI1,F,,,7663.125,J,25
0.9,VS2,G,63.53910065,60,5085.1125,I,173
1.5,VS2,G,63.09999847,56,15555,D,20
0.82,I1,I,,,1938.275,none,25
0.5,VVS2,H,59.40000153,58,2257,J,27
0.48,SI1,H,,,1244.4,none,25
0.73,SI2,G,63.29999924,56,3690.42375,J,212
0.78,VS1,F,62.09999847,59,5043.48,J,236
0.78,SI2,H,59.40000153,62,3639.87,J,212
0.72,SI2,H,62.5,58,3359.88,J,212
0.75,SI2,G,61.70000076,57,3791.53125,J,212
0.5,SI1,I,64.59999847,59,1408.3375,C,54
2.05,VS2,D,61.09999847,55,35451.675,J,215
0.7,SI2,G,60.5,59,3330.6,J,212
0.74,SI1,H,61,58,3520.92,J,212
0.76,VS2,E,59.79999924,60,4729.879,J,236
0.78,SI1,G,63.90000153,58,4091.88,J,212
1.11,SI2,G,58.70000076,62,7177.26,J,212
1.02,SI1,I,61,62,5973.12,J,212
1,SI1,I,63.40000153,56,5856,J,212
0.77,VS2,G,60.09999847,58,4415.18,J,212
1,VS2,H,63.5,57,7442,J,212
1.24,SI2,H,61.09999847,61,7564,J,212
0.72,SI1,H,62.09999847,59,3425.76,J,212
0.92,SI1,D,62.5,59,6958.88,J,29
1.67,SI2,H,59.5,55,12224.4,J,212
0.71,SI2,D,61.09999847,57,3897.9,J,212
0.71,SI1,F,61.0768013,61,3307.80125,I,214
0.71,SI2,H,62.70000076,57,2923.425,J,212
1.01,SI1,G,61.29999924,56,6931.125,J,212
0.7,VS2,G,60.5,57,3813.11,J,161
0.91,VS1,G,62.59999847,58,6959.56625,J,212
0.83,VS2,E,61.79999924,59,5702.20375,J,212
0.9,VS2,G,62.5,56,6649.7625,J,212
1,VS2,I,61.5,57,6222,J,198
0.82,VS2,E,62.5,55,5633.5025,J,212
0.76,SI1,E,60.5,59,4925.75,J,212
0.92,VS2,E,61.90000153,58,7393.81,J,212
1.08,SI2,H,60.20000076,58,6588,J,212
1.07,SI1,F,60.5,57,8354.56,J,212
0.71,VS2,D,,,4222.725,J,122
1,SI2,K,65.90000153,57,3129.3,J,74
1.65,SI1,K,60.40000153,58,9375.5475,J,29
1.03,VS2,D,63.29999924,57,9927.14,J,29
1.59,VS2,J,62.20000076,54,9699,J,133
1.31,VVS2,E,62.59999847,55,14683.4625,J,133
1.38,VS1,D,62.09999847,55,15257.625,J,133
1.21,SI2,H,62.5,61,7473.2625,J,27
1.02,VS2,E,61.5,57,9566.325,J,29
1.12,VS2,F,61.40000153,56,9223.2,J,133
2.35,SI2,G,58.20000076,59,22333.93,J,88
0.95,I1,F,,,2028.25,none,25
1.04,SI1,E,62.79999924,56,7216.3,J,133
1.7,SI1,G,64,54,17110.5,J,15
1.04,VS1,F,61.29999924,57,10071.1,J,133
1.12,VS1,G,62,54,9821,J,133
1.14,VS1,I,61.5,56,7649.4,J,133
1.6,VS2,E,61.79999924,54,20374,J,133
0.91,VVS2,G,,,7771.4,J,25
0.91,VS1,E,,,7216.3,J,122
2.27,VS2,H,60.09999847,62,26153.52125,J,210
1.51,VS1,I,62.40000153,56,12665.125,J,135
0.75,SI1,H,59,60,3568.5,J,225
0.35,VS1,G,61.62279892,63,864.675,I,141
0.7,SI1,D,59.09999847,60,4163.25,I,197
0.39,SI1,G,57.54999924,64,785.07,I,141
1.5,VS1,J,,,134.9625,J,81
1.15,SI1,H,,,99.96375,D,81
0.36,SI1,K,58.70000076,,658.8,none,205
0.33,I1,F,57,,603.9,none,205
0.52,SI1,H,60.5943985,57,1903.2,I,90
0.73,VS2,E,,,4731.3125,J,25
1.5,SI1,H,59.59999847,59,12329.625,J,114
1.09,VS2,F,62,57,10181.28125,J,15
0.91,VS2,D,,,7042.83125,J,25
1.01,VS2,H,56.62099838,58,6623.075,I,24
1.07,VS1,H,,,9382.5625,J,25
1,SI2,E,58,66,6176.25,D,99
1,I1,H,58.29999924,64,3736.25,J,74
0.55,VS2,E,,,2914.65625,J,25
1.54,VS1,F,,,20079.675,J,25
1.77,SI1,H,60.65679932,62,15115.8,I,24
1.71,VS2,F,63.91479874,57,19818.9,I,24
1.64,SI2,F,,,15943.875,J,25
1.02,VS2,G,,,7816.3875,J,25
1.02,VS2,K,,,5872.0125,J,25
1.01,VS2,H,,,8471.375,J,25
1.2,SI2,H,63.9034996,61,6954,I,24
1.25,VS2,E,63.47829819,58,11437.5,I,24
1.04,SI1,G,64.86920166,58,6344,I,24
1,SI1,F,64.41770172,62,6481.25,I,24
1.67,I1,D,63,56,8557.08,J,74
1.07,VS2,F,,,9668.11875,J,25
0.79,SI1,H,56.25510025,59,3313.0625,I,24
0.83,VS1,H,65.48220062,57,4113.6875,I,24
1.61,VS2,H,,,15301.118,K,81
1.01,VS2,H,65.80000305,60,5449.4045,J,74
0.75,SI2,I,60.9734993,56,2573.4375,I,24
0.4,SI1,D,,,884.5,none,25
1.12,VS1,E,,,12639.2,J,25
1.05,SI1,K,,,3923.0625,none,25
1.06,SI1,E,,,9779.825,J,25
0.7,SI1,I,60.17240143,60,2722.125,I,24
0.72,SI1,G,,,3294,F,20
0.7,VS1,I,57.26499939,58,2989,I,24
0.73,SI2,H,54.95050049,64,2838.7875,I,24
0.7,SI2,H,61.33330154,64,2722.125,I,24
0.7,SI1,H,63.10160065,57,2935.625,I,24
0.74,VS2,H,62.16910172,59,3385.5,I,24
0.5,VS1,E,57.70000076,61,2635.2,D,27
0.93,SI1,E,,,7552.18125,J,25
0.7,VS2,H,60.27880096,61,3202.5,I,24
2.09,VS2,J,59.79999924,61,14055.7725,J,74
1.51,VS2,G,,,13701.3625,D,25
1.44,SI1,J,,,9003.6,J,25
1.06,VS2,D,60.59999847,59,10022.3,D,100
1.03,SI2,F,61,63,6283,H,155
1.03,SI2,E,60.59999847,60,6361.5375,D,155
1.01,VS1,E,60.59999847,58,10356.641,J,29
1.05,SI2,E,60.5,58,7878.15,J,29
0.69,SI1,G,68.45510101,62,2735.85,I,24
1.01,VS2,F,62,58,8871.84,J,29
1.78,VVS2,K,,,162.87,D,81
0.7,VS2,G,62.09320068,56,4270,I,49
0.7,VS2,G,58.71080017,63,3522.75,I,24
0.7,VS2,G,56.62649918,60,3522.75,I,24
0.71,VS2,G,61.28179932,61,3573.075,I,24
0.69,VS2,G,66.78929901,61,3156.75,I,24
1.02,SI1,D,64.59999847,59,8283.0375,J,29
1.2,VS1,H,62.90000153,57,9603.84,J,111
1.07,SI2,F,,,8240.3375,J,25
0.71,SI1,F,65.04940033,59,3410.6625,I,24
0.55,SI1,F,59.5,60,1761.375,C,16
1.61,SI2,I,61,62,10150.0035,J,111
0.72,VS1,F,65.22519684,62,3843,I,24
1.06,VS2,J,57.20000076,62,5576.925,J,29
0.69,SI1,D,56.97069931,61,3525.0375,I,24
1.01,VS1,F,,,87.79425,D,81
1.2,VS2,H,61,59,9265.29,J,29
2.25,SI1,H,60.90000153,62,21678.6375,J,29
2.31,SI1,I,63.20000076,59,20960.3625,J,29
1,SI1,F,,,94.55,J,81
0.69,SI1,G,64.90429688,62,2735.85,I,24
1.01,SI2,G,,,92.415,J,81
1.33,SI1,E,59.20000076,57,11550.88375,J,93
1.14,SI2,F,61,59,7593.768,J,69
3.39,VS2,H,60.09999847,58,39936.31875,J,121
3.02,VS2,H,62.59999847,59,34628.7545,J,121
3,VS2,J,63.09999847,61,24714.15,J,121
2.41,VS2,I,58.70000076,58,23205.5285,J,121
2.3,VS1,H,58.79999924,61,26877.9725,J,121
2.26,VS1,H,58.90000153,60,33431.05,J,121
1.09,SI1,J,,,5152.975,none,25
2.12,VS2,J,60.59999847,61,16294.32,J,121
2.08,SI2,I,56.90000153,62,19032,J,121
2.03,SI1,I,61.90000153,60,16902.795,J,121
0.91,VS1,D,,,83.265,J,81
2.02,VS1,I,61.20000076,58,20208.08,J,121
0.95,VS1,F,,,7642.15625,J,25
2.02,SI1,F,58,63,24890.44,J,121
1.27,SI1,D,63,57,10555.2875,I,197
0.74,VS2,I,64.65899658,65,2297.626,I,120
0.9,VS1,H,,,5901.75,K,81
1.53,SI1,F,60.79999924,60,15866.1,J,88
2.01,VS2,I,61.79999924,59,18409.8915,J,121
1.09,VS1,F,,,10139.725,J,122
0.73,SI2,H,67.21309662,67,2003.85,I,120
2,VS1,J,60.09999847,60,15097.5,J,121
1.93,VS1,K,59.90000153,63,12008.46,none,121
1.88,VS1,I,61.40000153,61,16081.003,J,121
0.71,VS2,H,,,62.7995,J,81
0.5,VVS2,D,,,3259.6875,J,81
1.73,I1,G,62,58,8864.52,J,121
1.71,VS2,H,58.70000076,61,16449.687,J,121
1.67,SI1,K,61.70000076,55,8903.438,J,121
1.67,VS1,I,60.5,57,14646.35925,J,121
1.62,SI1,G,60,60,15788.9655,J,121
1.6,VS1,I,58.59999847,61,13685.96,J,121
0.71,SI1,F,67.0943985,62,2490.325,I,120
1.02,SI2,H,57.90000153,61,5599.8,D,155
1.51,SI2,H,61,58,11744.025,J,202
1.54,VS1,I,60.79999924,59,12505.7625,J,121
1.13,SI1,H,,,7237.65,J,25
0.91,SI1,F,,,7008.1375,J,25
1.52,VS1,H,59.79999924,58,18312.2,J,121
1.51,SI2,H,60.20000076,61,10915.035,J,121
1.5,VVS2,K,61.59999847,57,9278.1,J,121
1.5,VVS2,J,60.09999847,61,10156.5,J,121
1.5,SI1,H,60.70000076,58,13130.25,J,121
1.34,VS2,F,60.59999847,59,12064.824,J,121
1.32,SI1,G,61.40000153,56,9903.96,J,121
1.28,VS2,J,58.90000153,61,6644.608,J,121
1.28,SI2,E,60.09999847,60,9955.2,J,121
1.26,VVS2,G,58.5,59,12132.351,J,121
1.22,VS2,J,60.90000153,59,6247.559,J,121
1.19,SI1,G,61.20000076,57,8601.915,J,121
1.17,VVS2,E,61.20000076,59,12107.9205,J,121
0.74,VVS2,G,61.90000153,57,4784.84,J,236
1.01,VVS2,H,62.20000076,61,7017.379,J,163
1.1,I1,J,,,2390.4375,none,25
0.73,SI1,F,61.79999924,58,4081.1745,J,236
1.12,SI1,F,59.40000153,61,8198.4,J,121
1.09,SI1,I,62,55,5585.16,J,121
0.73,VS2,E,62,56,4720.18,J,236
0.95,SI1,F,,,7316.1875,J,25
1.07,VS1,E,57,58,10570.4765,J,121
0.74,VS1,D,,,5755.35,J,25
2.33,VS1,D,60.90000153,56,54009.4,K,235
1.2,VS2,H,59.70000076,61,9153.66,J,27
0.73,VS1,E,61.90000153,57,4987.36,J,236
0.63,VS2,D,,,3746.925,J,25
1.14,IF,F,,,13212.6,none,25
0.72,SI1,F,62,60,4128.48,J,236
1.02,VS1,H,61.20000076,55,7565.952,J,121
1.02,SI1,G,58.79999924,59,6253.11,J,121
0.72,VS2,F,63.70000076,54,4282.2,J,236
1.02,VVS2,D,59.70000076,55,12375.558,J,121
1.01,VS1,H,59.29999924,60,7393.2,J,121
1.01,VS2,G,56.59999847,58,7017.379,J,121
0.72,VS2,F,61.70000076,60,4282.2,J,236
0.72,VS1,F,62,58,4539.132,J,236
1.01,SI1,F,61.40000153,58,7294.624,J,121
1.05,VS1,J,61,61,5380.2,J,69
1.01,VS1,E,63.70000076,58,9598.838,J,121
2.02,VS2,I,,,21409.475,J,25
1.51,SI1,H,,,142.7705,J,81
1,SI1,J,56.59999847,63,4918.125,J,121
1.51,SI2,H,,,138.165,D,81
0.35,VS1,G,,,1307.6875,J,25
0.94,IF,G,,,8672.675,J,25
1.62,VS2,F,,,20011.05,J,25
0.71,I1,F,62,58,2425.36,J,236
0.71,VS1,F,60.90000153,61,4418.70275,J,236
0.73,VS1,H,,,3785.05,J,122
0.71,SI1,D,,,4141.51875,J,122
0.7,VS2,H,,,3416,I,122
0.7,VS1,H,,,3522.75,J,122
0.52,VS2,H,,,1744.6,I,122
0.5,SI2,F,,,1448.75,none,122
0.4,SI1,I,,,884.5,I,122
3.31,SI1,I,,,35081.8625,J,25
0.71,VS1,D,63.40000153,55,5067.27,J,236
3.62,VS2,J,60,61,34149.813,none,116
0.7,VVS2,G,64.09999847,60,3677.5375,J,236
1.2,VS2,F,59.09999847,60,11199.6,J,27
3.49,VS2,K,60.20000076,57,28979.65125,none,116
3.44,VS2,I,61.20000076,57,38778.432,none,116
3.42,VS1,K,60.5,59,30547.1835,none,116
0.5,VS1,G,60.90000153,58,2501,J,27
3.41,VS1,J,60.40000153,60,34748.0705,none,116
0.7,IF,F,61.29999924,59,5284.125,J,236
1.2,SI1,E,59.90000153,64,10054.02,J,27
1.79,VS1,E,58,61,25790.678,J,231
0.7,VS1,E,62.29999924,59,4603.06,J,236
0.69,SI1,E,61.5,60,3278.811,J,236
0.66,VS2,F,62.79999924,56,3507.6525,J,236
0.64,SI1,F,62.59999847,57,2835.28,J,236
0.51,SI2,E,,,1594.3875,none,25
0.64,SI1,D,62,57,3201.28,J,236
1.2,VS2,E,61,62,10705.5,J,196
0.84,VS2,K,,,2273.775,none,25
0.63,SI1,E,63.40000153,56,2993.697,J,236
3.37,VS1,I,62.20000076,60,38780.7805,none,116
1.5,SI1,F,65.19999695,58,11082.9375,C,185
0.63,VS2,D,59.20000076,58,3535.56,J,236
1.21,SI2,E,61.79999924,63,6310.755,C,185
0.55,VS1,E,,,3229.1875,J,25
1.59,SI2,K,,,9214.05,J,25
0.54,VS1,F,,,3046.95,J,25
0.62,VS2,F,61.40000153,58,3295.0675,J,236
0.85,SI2,K,,,2138.8125,none,25
3.28,VS1,E,62,59,73949.568,none,116
0.62,SI1,E,62.90000153,57,2946.178,J,236
2.28,SI2,I,61.90000153,59,15437.88,J,74
1.69,VS2,H,,,17654.1625,J,25
0.83,SI1,D,,,6265.4625,J,25
2.17,I1,I,61,66,9960.8425,J,74
0.88,SI1,E,,,6374.5,J,25
1.08,IF,G,62,54,12075.804,J,15
1.51,I1,F,,,4098.895,none,11
1.01,SI1,E,62.5,58,8047.80625,J,114
0.61,VS1,G,61.70000076,54,3356.342,J,236
0.5,VVS2,G,61.29999924,57,2684,J,27
0.9,SI2,D,,,6793.875,J,25
3.23,SI1,H,62.29999924,59,37189.4125,none,116
3.2,SI1,K,60.29999924,61,25122.24,none,116
3.2,VS1,K,59,61,28582.16,none,116
1.2,SI2,K,61.59999847,58,4941,J,27
0.72,SI1,E,61.79999924,58,3843,J,23
2.01,I1,D,61.59999847,64,11801.2125,J,74
0.61,VS2,F,60.70000076,61,2974.9395,J,236
1.24,VS2,J,,,7847.65,J,25
1.14,VS2,F,62,57,11837.4465,J,15
2.3,I1,D,61.90000153,64,13503.875,J,74
0.9,VVS2,H,59.59999847,63,6397.2225,J,29
0.61,VS1,F,61.59999847,63,3139.59375,J,236
1.27,SI1,J,,,7504.90625,J,25
0.61,VS1,F,62.5,57,3641.92875,J,236
1.12,I1,E,62.29999924,59,4782.4,J,74
1.62,VS1,G,,,20999.25,J,25
1.5,VS2,G,65.29750061,62,11437.5,I,120
0.93,SI1,G,,,6736.6875,J,25
0.67,VS2,D,64.43830109,64,3473.95,I,49
3.14,SI1,H,61.70000076,60,36153.175,none,116
3.13,VVS2,G,61.40000153,57,64496.154,none,116
0.61,SI1,E,61.79999924,57,2898.659,J,236
0.61,SI1,E,61.79999924,54,2898.659,J,236
1.51,SI2,D,61.5,61,10707.7875,D,11
1.33,SI2,K,,,4563.5625,none,25
0.54,SI2,I,62.02289963,57,1358.775,I,49
0.52,SI1,H,61.37459946,63,1665.3,I,49
1.1,SI1,F,61,53,9674.1425,K,15
3.11,SI2,D,59.90000153,57,39469.1655,none,116
0.5,VVS2,F,59.59999847,59,2854.8,J,27
3.1,VS2,I,62.40000153,58,33631.435,none,116
2.01,VS1,K,60.09999847,60,12754.50525,J,74
2.18,SI1,I,,,19863.8875,J,25
3.09,VS2,H,60.5,60,41642.15325,none,116
0.5,VS1,H,59.90000153,58,2135,J,27
0.61,VS2,E,62.90000153,55,3432.6225,J,236
0.5,VVS2,F,60.29999924,57,2928,J,27
0.61,VS2,E,61.40000153,59,3432.6225,J,236
0.5,VVS2,G,60.59999847,57,2684,J,27
3.08,VS1,K,59.29999924,61,26411.231,none,116
0.71,IF,G,,,4980.65,J,25
3.08,VS1,J,62.29999924,58,31385.354,none,116
0.61,VS2,E,62.40000153,57,3516.345,J,236
3.07,VS1,H,59.29999924,58,46391.46075,none,116
0.61,VS1,E,62,55,3929.376,J,236
0.61,VS1,E,61.59999847,56,3929.376,J,236
0.57,SI2,G,64.28569794,63,1582.035,I,173
3.06,SI2,J,58,61,23715.153,none,116
1.52,SI1,I,,,9503.8,D,25
3.05,VS2,K,61.70000076,61,25326.05625,none,116
0.61,VS2,D,61.90000153,57,3594.486,J,236
0.6,SI2,J,61.79999924,62,1248.975,D,236
3.03,VS2,K,62.79999924,58,25159.98375,none,116
1.14,SI2,G,62.31000137,62,6432.45,I,34
2,VS1,I,,,19977.5,J,25
3.03,SI2,J,60.09999847,59,22872.7125,none,116
3.03,IF,I,60,61,44151.26625,none,116
0.6,VS2,F,62.29999924,58,3001.2,J,236
1.11,SI1,J,,,5374.48125,none,25
0.6,VS2,F,60.40000153,61,2926.17,J,236
1,VVS2,F,,,10179.375,J,25
0.63,VS2,F,60.5,57,3230.0415,J,146
0.6,VS1,F,61.90000153,56,3458.7,J,236
2.28,SI1,E,62.29999924,56,28859.1,J,222
3.02,SI1,J,60.90000153,60,26868.487,none,116
0.6,SI1,E,63,60,2781.6,J,236
0.52,IF,F,,,3548.675,J,25
0.6,SI1,E,61.70000076,54,2955.45,J,236
1.14,SI2,E,61,63,5737.05,C,185
1.08,SI2,E,63.59999847,63,5533.92,C,185
3.02,SI1,I,57.79999924,61,30032.4655,none,116
0.6,VS2,E,62.79999924,59,3170.475,J,236
0.6,VS2,E,61.59999847,57,3376.35,J,236
1.59,VS1,F,62,55,21206.8635,J,15
3.02,VS1,H,61.40000153,62,45046.3955,none,116
0.6,VS2,E,59.5,56,3294,J,236
1.03,VS2,F,61.79999924,56,9503.0375,J,157
